DESTINO,ORIGEN,CANTI,FOBDOL,FOBPES
BRB,CTG,78,78,312486
BRB,CTG,126000,100736,407497259
BRB,CTG,746880,78415,313652663
BRB,CTG,232960,26802,105401199
BRB,CTG,211848,29906,120317998
BRB,CTG,161000,5389,21680556
BRB,CTG,356528,68942,264623038
BRB,CTG,162720,22944,88828059
BRB,CTG,1435,13926,55099861
BRB,CTG,3247,15264,60026503
BRB,CTG,2126,6937,27629558
BRB,CTG,11116,30209,118799375
BRB,CTG,364,1713,6736645
BRB,CTG,85400,12821,51862309
BRB,CTG,4000,581,2350273
BRB,CTG,23500,679,2745410
BRB,CTG,14000,1082,4377130
BRB,CTG,2000,363,1470033
BRB,CTG,54400,12598,49834436
BRB,CTG,288500,33334,131866530
BRB,CTG,92880,23029,92648693
BRB,CTG,1276,6288,25095172
BRB,CTG,324,2139,8538288
BRB,CTG,6,156,622577
BRB,CTG,133510,85581,344310174
BRB,CTG,4,2484,9725928
BEL,CTG,6454,23243,92223012
BEL,CTG,621,1966,7780969
BEL,CTG,2944,16436,65391767
BEL,CTG,103378,445353,1746354045
BEL,CTG,4005,15156,60485458
BEL,CTG,1228,6389,25498969
BEL,CTG,39828,180351,718249291
BEL,CTG,20304,10908,42709510
BEL,CTG,19904,85127,327295449
BEL,CTG,2888,9819,39262169
BEL,CTG,648,6858,27421782
BEL,CTG,8875,31326,125018746
BEL,CTG,583,3201,12775326
BEL,CTG,39189,172842,682732953
BEL,CTG,19930,83373,320552921
BEL,CTG,2850,9508,37226342
BEL,CTG,292,1543,6041704
BEL,CTG,40843,179961,704623484
BEL,CTG,21600,41650,166574260
BEL,CTG,43200,86784,343307090
BEL,CTG,86445,408024,1559489658
BEL,CTG,14855,137441,543821803
BEL,CTG,1250,7666,30529088
BEL,CTG,1200,4837,19263432
BEL,CTG,620,3032,12075697
BEL,CTG,979,4130,16449517
BEL,CTG,13870,85984,342431957
BEL,CTG,350,3970,15811600
BEL,CTG,3323,351781,1344522775
BEL,CTG,3323,56678,216627832
BEL,CTG,3323,3930,15020313
BEL,CTG,175,7700,30531178
BEL,CTG,20000,39343,157350374
BEL,CTG,6525,464644,1824086183
BEL,CTG,6525,106873,419557286
BEL,CTG,190,8984,35922774
BEL,CTG,63,1315,5258760
BEL,CTG,17,783,3132153
BEL,CTG,1,59,234832
BEL,CTG,4,201,802821
BEL,CTG,7,330,1317989
BEL,CTG,5,233,931013
BEL,CTG,143,6733,26921808
BEL,CTG,36,1709,6835293
BEL,CTG,1,401,1604322
BEL,CTG,7,2519,10073406
BEL,CTG,3,94,376380
BEL,CTG,1,151,605414
BEL,CTG,1,3042,12162868
BEL,CTG,2,1140,4558221
BEL,CTG,1,5409,21629860
BEL,CTG,350000,427922,1677595854
BEL,CTG,15768,59701,234777629
BEL,CTG,16370,58768,231111000
BEL,CTG,18620,66472,264726652
BEL,CTG,21120,42742,170221688
BEL,CTG,38336,185714,727151968
BEL,CTG,15400,213890,817498274
BEL,CTG,1997,59305,236678979
BEL,CTG,172723,886145,3407057389
BEL,CTG,22400,48843,194861950
BEL,CTG,95918,591879,2317460166
BEL,CTG,15400,276485,1082557664
BEL,CTG,19873,85455,341040211
BEL,CTG,24000,9158,36237591
BEL,CTG,23,693,2648681
BEL,CTG,36,1066,4072432
BEL,CTG,222,341,1304275
BEL,CTG,3,75,287036
BEL,CTG,36,1063,4061157
BEL,CTG,1,16,60885
BEL,CTG,1,31,119133
BEL,CTG,4,105,401086
BEL,CTG,453,3740,14293015
BEL,CTG,53,1822,6964616
BEL,CTG,116,990,3782377
BEL,CTG,2,61,231693
BEL,CTG,25,954,3645280
BEL,CTG,12,364,1392526
BEL,CTG,23,684,2613327
BEL,CTG,2,66,250650
BEL,CTG,27,791,3023586
BEL,CTG,7,197,751759
BEL,CTG,16,468,1789790
BEL,CTG,1,39,150665
BEL,CTG,12,355,1356446
BEL,CTG,3,97,371656
BEL,CTG,1,36,136485
BEL,CTG,248,141,540438
BEL,CTG,15,452,1726993
BEL,CTG,2,58,220838
BEL,CTG,11,51,195498
BEL,CTG,2,27,103195
BEL,CTG,2,112,427611
BEL,CTG,23,54,205703
BEL,CTG,163,4447,16997230
BEL,CTG,4,349,1335118
BEL,CTG,5,140,534628
BEL,CTG,80,2739,10469359
BEL,CTG,107,825,3153077
BEL,CTG,15,1300,4970194
BEL,CTG,3,50,191599
BEL,CTG,104,1121,4285818
BEL,CTG,2,383,1463004
BEL,CTG,35,553,2114931
BEL,CTG,4,38,146614
BEL,CTG,20,1580,6039221
BEL,CTG,8,364,1389392
BEL,CTG,46,414,1581870
BEL,CTG,90,7568,28925657
BEL,CTG,2,265,1014219
BEL,CTG,2,125,476380
BEL,CTG,3,33,126701
BEL,CTG,4,52,200123
BEL,CTG,301,491,1874983
BEL,CTG,5,1660,6344794
BEL,CTG,2,338,1290248
BEL,CTG,91,1893,7234376
BEL,CTG,2,38,144550
BEL,CTG,35,63,239451
BEL,CTG,14,558,2133927
BEL,CTG,33,4410,16853979
BEL,CTG,65,55,211168
BEL,CTG,3,33,126242
BEL,CTG,91,1429,5459951
BEL,CTG,113,5978,22848177
BEL,CTG,46,2076,7934499
BEL,CTG,3,373,1424210
BEL,CTG,1,66,253364
BEL,CTG,16,231,884269
BEL,CTG,52,1165,4451618
BEL,CTG,5,254,971565
BEL,CTG,14,319,1220533
BEL,CTG,42652,210584,820032863
BEL,CTG,25039,100767,395587869
BEL,CTG,25179,96499,385939076
BEL,CTG,76993,332773,1327613924
BEL,CTG,155268,678350,2720109172
BEL,CTG,24959,93848,375253526
BEL,CTG,19885,79566,305914499
BEL,CTG,400,1000,3822050
BEL,CTG,2400,6000,22932300
BEL,CTG,18400,41400,158232870
BEL,CTG,19200,32928,131157163
BEL,CTG,2700,6750,25798838
BLZ,CTG,3263,13130,50183516
BLZ,CTG,264,1512,5778940
BLZ,CTG,132,3144,12017786
BLZ,CTG,972,10332,39490758
BLZ,CTG,288,907,3467364
BLZ,CTG,11,5,19110
BLZ,CTG,10651,41587,165648852
BLZ,CTG,15680,6031,23858703
BLZ,CTG,1199,19312,75614784
BLZ,CTG,28,5,19779
BLZ,CTG,6187,26164,102891223
BLZ,CTG,1538,166753,655769883
BLZ,CTG,132,423321,1712425564
BMU,CTG,8,6478,25796883
BOL,CTG,17250,40112,160387433
BOL,CTG,3800,7173,28683112
BOL,CTG,35,535,2139043
BOL,CTG,126,1876,7501285
BOL,CTG,200,4840,19354348
BOL,CTG,480,6008,24024168
BOL,CTG,63,1059,4233502
BOL,CTG,60332,136330,538787909
BOL,CTG,44,582252,2342522069
BOL,CTG,6204,181524,702760935
BOL,CTG,423,14290,55321123
BOL,CTG,50000,71850,287359046
BOL,CTG,70060,6362,24908948
BOL,CTG,101600,1984,7769858
BOL,CTG,3000,89,349021
BOL,CTG,957230,11001,43072158
BOL,CTG,18,65,253916
BOL,CTG,150000,217272,868964155
BOL,CTG,3036,64272,245651256
BOL,CTG,24700,20783,81947992
BOL,CTG,15000,94137,374900722
BOL,CTG,13000,23660,94627234
BOL,CTG,24000,34608,139235252
BOL,CTG,1000,3222,12962783
BOL,CTG,25000,29675,119388757
BOL,CTG,99200,64745,248932685
BRA,CTG,2000,8320,31799571
BRA,CTG,11200,31192,119218072
BRA,CTG,425,1908,7293465
BRA,CTG,2500,13000,49686803
BRA,CTG,24300,61686,237172872
BRA,CTG,69000,48300,191111508
BRA,CTG,84000,65520,259246915
BRA,CTG,21650,28432,109313716
BRA,CTG,22500,124425,481705166
BRA,CTG,1000,1847,7306553
BRA,CTG,6000,24940,98679774
BRA,CTG,19100,89432,353125829
BRA,CTG,100,433,1711932
BRA,CTG,2000,5433,21497789
BRA,CTG,1000,4487,17752360
BRA,CTG,15222,64342,254058659
BRA,CTG,683,10245,40452792
BRA,CTG,4350,47468,187427322
BRA,CTG,5210,72438,286026117
BRA,CTG,3952,19540,77155261
BRA,CTG,19912,53039,209814179
BRA,CTG,2000,4753,18807192
BRA,CTG,16000,48125,190023488
BRA,CTG,22561,27406,108211713
BRA,CTG,252,35381,139962199
BRA,CTG,16000,11880,46638148
BRA,CTG,172000,117374,469441212
BRA,CTG,20000,86000,343992260
BRA,CTG,18264,60503,241380980
BRA,CTG,19479,75937,302956254
BRA,CTG,51300,230721,920989901
BRA,CTG,153000,113820,450358423
BRA,CTG,2000,4100,15872945
BRA,CTG,110000,74867,293296969
BRA,CTG,3000,12750,49360988
BRA,CTG,135000,495260,1951609890
BRA,CTG,6943,39101,151378650
BRA,CTG,49026,179114,709621776
BRA,CTG,2729,11819,46457003
BRA,CTG,73304,289380,1139122372
BRA,CTG,7032,15940,63490296
BRA,CTG,264,72200,277596359
BRA,CTG,12000,9284,35696754
BRA,CTG,20000,60914,234201603
BRA,CTG,84000,65520,259246915
BRA,CTG,40,52,200238
BRA,CTG,40,302,1162325
BRA,CTG,6000,25500,100687770
BRA,CTG,44000,31589,125823725
BRA,CTG,1660,9960,39327458
BRA,CTG,2450,11270,44500046
BRA,CTG,44150,194056,768148594
BRA,CTG,3100,13370,52791980
BRA,CTG,40000,182264,719678669
BRA,CTG,4370,18461,72894866
BRA,CTG,33632,123412,487297337
BRA,CTG,1320,5711,22552007
BRA,CTG,15427,46093,181975202
BRA,CTG,11413,76350,298944764
BRA,CTG,49814,197720,785002810
BRA,CTG,43260,44224,178897104
BRA,CTG,24000,18569,72896838
BRA,CTG,9948,26088,102865767
BRA,CTG,10000,15405,61358832
BRA,CTG,191955,614443,2421340151
BRA,CTG,298000,228760,905148418
BRA,CTG,63870,74544,296183950
BRA,CTG,20000,326000,1289903760
BRA,CTG,24300,57212,225903870
BRA,CTG,1115,6260,24683762
BRA,CTG,270,3618,14166026
BRA,CTG,3941,10363,41921424
BRA,CTG,280,2099,8239877
BRA,CTG,284050,202216,800120180
BRA,CTG,3347,28717,112737240
BRA,CTG,2000,1480,5810140
BRA,CTG,101680,98479,386604098
BRA,CTG,184,15800,60588678
BRA,CTG,1,5000,19224050
BRA,CTG,834,4578,17603117
BRA,CTG,11206,51479,197926551
BRA,CTG,528800,77338,297348685
BRA,CTG,560,30014,115397974
BRA,CTG,265,15238,58585292
BRA,CTG,15,10124,38925548
BRA,CTG,28,2135,8207593
BRA,CTG,55,1762,6775324
BRA,CTG,18,588,2260287
BRA,CTG,133,10017,38512616
BRA,CTG,1,78,298665
BRA,CTG,14,310,1191199
BRA,CTG,2,367,1410661
BRA,CTG,2000,1203,4791769
BRA,CTG,4650,60130,239506770
BRA,CTG,316,49900,195021049
BRA,CTG,25428,110797,425993529
BRA,CTG,9934,46485,177667727
BRA,CTG,1,5000,19954400
BRA,CTG,8913,34692,138405548
BRA,CTG,44111,248080,989728840
BRA,CTG,8360,72778,289884097
BRA,CTG,49980,42483,163339063
BRA,CTG,15391,85114,339020873
BRA,CTG,7983,38190,153645988
BRA,CTG,24,1167,4655645
BRA,CTG,2251,17503,69827697
BRA,CTG,29,194,772098
BRA,CTG,4492,51545,205640238
BRA,CTG,190,3183,12699855
BRA,CTG,162000,187251,747886112
BRA,CTG,643,1559,6219110
BRA,CTG,74160,51170,203819379
BRA,CTG,11307,94697,366615785
BRA,CTG,500,664,2644812
BRA,CTG,6,2,7887
BRA,CTG,217,7171,28562531
BRA,CTG,66,5695,22684278
BRA,CTG,162000,184846,723953751
BRA,CTG,31920,21706,86442552
BRA,CTG,20265,120199,486231803
BRA,CTG,25000,21250,83789388
BRA,CTG,69000,50370,197741035
BRA,CTG,147,3052,11982667
BRA,CTG,110,1076,4225699
BRA,CTG,300,1710,6713067
BRA,CTG,1479,14684,57495545
BRA,CTG,723,6790,26586788
BRA,CTG,480,1224,4805142
BRA,CTG,8000,7150,28069256
BRA,CTG,140,430,1687296
BRA,CTG,189000,200282,797753248
BRA,CTG,1400,2198,8628842
BRA,CTG,1247900,182619,715461571
BRA,CTG,1590000,48013,188486974
BRA,CTG,58520,58751,232463607
BRA,CTG,2080,99666,393533608
BRA,CTG,900,36207,142140354
BRA,CTG,74920,63682,251100036
BRA,CTG,81000,85918,342224282
BRA,CTG,49136,14328,56247765
BRA,CTG,17500,7987,31353555
BRA,CTG,350,243,954983
BRA,CTG,2688,110,430539
BRA,CTG,5375,66330,261906658
BRA,CTG,20000,4438,17523621
BRA,CTG,7600,55795,219038337
BRA,CTG,1056,3876,15216285
BRA,CTG,24434,42694,170770318
BRA,CTG,468000,440911,1756214968
BRA,CTG,26000,58240,223921734
BRA,CTG,3638,12970,49573670
BRA,CTG,22474,83344,320443729
BRA,CTG,24845,50784,195254831
BRA,CTG,280,32,122306
BRA,CTG,1241000,1118460,4404297119
BRA,CTG,236000,348592,1340270008
BRA,CTG,81000,120750,464260808
BRA,CTG,268000,505360,1943013182
BRA,CTG,243000,382578,1530276688
BRA,CTG,162000,263022,1052065208
BRA,CTG,114940,182533,699948512
BRA,CTG,27000,26822,103125494
BRA,CTG,11000,21680,83932649
BRA,CTG,135000,218550,884082831
BRA,CTG,26000,44720,171939903
BRA,CTG,150000,132360,518246315
BRA,CTG,1633000,1485922,5758268502
BRA,CTG,210500,362633,1428451560
BRA,CTG,330400,488414,1928522216
BRA,CTG,864000,1179200,4631243019
BRA,CTG,324000,503844,1986672007
BRA,CTG,189000,283500,1117849005
BRA,CTG,200020,250440,988874332
BRA,CTG,13321,32537,128712230
BRA,CTG,6411,27332,108120134
BRA,CTG,621,1665,6588005
BRA,CTG,34560,374364,1478189412
BRA,CTG,5448,20437,80229705
BRA,CTG,857,17706,70058472
BRA,CTG,100059,209861,830368225
BRA,CTG,377000,654405,2581011670
BRA,CTG,918000,1387914,5403978196
BRA,CTG,162000,250986,959279933
BRA,CTG,332,56,221579
BRA,CTG,1222000,1081005,4197338578
BRA,CTG,221000,334825,1335801079
BRA,CTG,118000,185440,741483694
BRA,CTG,2862650,3391221,13563446514
BRA,CTG,504000,656792,2625061564
BRA,CTG,108000,162074,648202178
BRA,CTG,216000,344026,1375909345
BRA,CTG,182120,211836,847030364
BRA,CTG,11000,22403,89218354
BRA,CTG,4381000,4057997,15894648532
BRA,CTG,42500,88817,353715096
BRA,CTG,144000,228208,908838440
BRA,CTG,128081,418094,1615899106
BRA,CTG,3090650,166675,652329992
BRA,CTG,1615500,13943,54387301
BRA,CTG,8877660,151790,591163228
BRA,CTG,6575,58040,228562933
BRA,CTG,1001,613,2355254
BRA,CTG,1041000,1590209,6146472180
BRA,CTG,444000,735253,2835022428
BRA,CTG,32760,55142,210755481
BRA,CTG,16336,92445,368223098
BRA,CTG,22800,76850,306105078
BRA,CTG,26295,53904,207250638
BRA,CTG,11000,21834,87136475
BRA,CTG,168000,187372,736413404
BRA,CTG,12208800,11414220,44707800094
BRA,CTG,26000,41160,164616539
BRA,CTG,1598450,84874,335127041
BRA,CTG,1404500,12732,50274035
BRA,CTG,5310440,81770,322871642
BRA,CTG,3760,26898,106207197
BRA,CTG,2563375,3231067,12947628193
BRA,CTG,1167000,1625816,6519919786
BRA,CTG,1242000,1919027,7608751187
BRA,CTG,436500,697223,2709999952
BRA,CTG,220080,272784,1084615390
BRA,CTG,3000,2144,8507418
BRA,CTG,1500,2798,11193028
BRA,CTG,19200,68320,267502178
BRA,CTG,26000,48628,192008813
BRA,CTG,182000,172837,681503132
BRA,CTG,106500,177255,708756290
BRA,CTG,54000,67920,273256423
BRA,CTG,756000,1186650,4727019592
BRA,CTG,166500,268350,1040110742
BRA,CTG,88190,79371,316654573
BRA,CTG,520000,487400,1921832822
BRA,CTG,1118000,996780,3823895320
BRA,CTG,26000,59020,233042831
BRA,CTG,64000,115758,461079884
BRA,CTG,118000,181170,711231751
BRA,CTG,324000,460320,1815055570
BRA,CTG,365375,480277,1886005246
BRA,CTG,330090,300382,1179230252
BRA,CTG,79,1628,6389583
BRA,CTG,243000,256000,1002350080
BRA,CTG,522,3727,14716090
BRA,CTG,105000,190373,758283817
BRA,CTG,48967000,17434700,67497570670
BRA,CTG,35808,53061,204008079
BRA,CTG,120,107,410626
BRA,CTG,5256,4993,19197905
BRA,CTG,9840,13115,50423914
BRA,CTG,864,887,3410500
BRA,CTG,612,3346,12865503
BRA,CTG,1592,10834,42858320
BRA,CTG,6600,8515,34060034
BRA,CTG,6624,7382,29526536
BRA,CTG,68820,95470,384095617
BRA,CTG,400,796,3184648
BRA,CTG,50000,55290,221156544
BRA,CTG,2621,7948,30557935
BRA,CTG,108,114,458445
BRA,CTG,7320,9449,38013622
BRA,CTG,10,150,603482
BRA,CTG,45744,77958,307392625
BRA,CTG,239,1254,4910928
BRA,CTG,713,5583,21858789
BRA,CTG,18000,19905,78140646
BRA,CTG,1584,9746,38428455
BRA,CTG,6396,10420,40064612
BRA,CTG,5004,7856,30205904
BRA,CTG,4895,5186,19938954
BRA,CTG,6930,7802,29995285
BRA,CTG,648,875,3363440
BRA,CTG,1,1,3614
BRA,CTG,2730,3018,11602483
BRA,CTG,54,24261,96635202
BRA,CTG,1026,166921,664871182
BRA,CTG,33000000,1980000,7917049800
BRA,CTG,3398,57498,221067963
BRA,CTG,388,15749,60551144
BRA,CTG,0,5,19607
BRA,CTG,3,14,51598
BRA,CTG,8,300,1146691
BRA,CTG,2,145,552554
BRA,CTG,0,19,72848
BRA,CTG,41,258,986662
BRA,CTG,3,322,1231159
BRA,CTG,1,4,16970
BRA,CTG,10,649,2481695
BRA,CTG,7,72,273659
BRA,CTG,2,187,714379
BRA,CTG,4,1053,4023854
BRA,CTG,30,3,9937
BRA,CTG,33,24,93640
BRA,CTG,0,4,15900
BRA,CTG,8,510,1947334
BRA,CTG,59,10820,41354619
BRA,CTG,18,7490,28627766
BRA,CTG,1,195,743733
BRA,CTG,20,2385,9114519
BRA,CTG,15,385,1470534
BRA,CTG,5,621,2373264
BRA,CTG,2,38,144168
BRA,CTG,3,93,353960
BRA,CTG,1,285,1087603
BRA,CTG,4,333,1272513
BRA,CTG,100,462,1767698
BRA,CTG,4,493,1885341
BRA,CTG,5,155,590583
BRA,CTG,18,3451,13189818
BRA,CTG,3,941,3595670
BRA,CTG,7,1182,4517281
BRA,CTG,2,129,491210
BRA,CTG,2,245,937320
BRA,CTG,1,1581,6041094
BRA,CTG,27,3961,15139369
BRA,CTG,1,748,2859620
BRA,CTG,78,13024,49779029
BRA,CTG,3,193,735783
BRA,CTG,4,49,189115
BRA,CTG,14,2293,8762279
BRA,CTG,3,284,1085959
BRA,CTG,43,3797,14513279
BRA,CTG,1,277,1057791
BRA,CTG,2,16,61382
BRA,CTG,4,1659,6338946
BRA,CTG,47,2491,9519045
BRA,CTG,1,320,1223209
BRA,CTG,25,33350,127466323
BRA,CTG,20,2216,8470580
BRA,CTG,22680,21639,84948088
BRA,CTG,56000,45920,175508536
BRA,CTG,1728,42969,171152371
BRA,CTG,3908,21979,84005143
BRA,CTG,2704,64564,246768709
BRA,CTG,47045,178628,696664539
BRA,CTG,56000,45920,175508536
BRA,CTG,7000,48790,194650144
BRA,CTG,13000,90610,361493126
BRA,CTG,60,868,3406037
BRA,CTG,312721,163063,640807205
BRA,CTG,4565,353,1384815
BRA,CTG,23522,89290,352565452
BRA,CTG,257,6557,25211496
BRA,CTG,140,695,2744235
BRA,CTG,360,2855,11273082
BRA,CTG,141120,223675,883190474
BRA,CTG,20160,32706,130272426
BRA,CTG,161280,255629,982844167
BRA,CTG,3928,45642,175484049
BRA,CTG,3941,56817,224810600
BRA,CTG,4912,59042,231786255
BRA,CTG,42400,29256,115758971
BRA,CTG,14,11233,45080504
BRA,CTG,87,646,2482171
BRA,CTG,20439,28301,108813198
BRA,CTG,3444,19218,73890750
BRA,CTG,1,37564,144424790
BRA,CTG,26937,33458,131001400
BRA,CTG,5028,84973,336143782
BRA,CTG,4809,86081,340526502
BRA,CTG,628,13213,51735281
BRA,CTG,1338,4234,17128918
BRA,CTG,10116,13419,54282200
BRA,CTG,15214,82571,334019600
BRA,CTG,1299,3886,15320958
BRA,CTG,5640,32091,126535421
BRA,CTG,5794,58184,229422716
BRA,CTG,1763,21698,85557836
BRA,CTG,8,81830,321803840
BGR,CTG,1571,4876,19497534
CAN,CTG,18594,50528,202037593
CAN,CTG,38482,159490,636398703
CAN,CTG,120,716,2860934
CAN,CTG,2524,10602,42390604
CAN,CTG,4577,12148,48572300
CAN,CTG,7634,20311,81214536
CAN,CTG,31200,10725,42774196
CAN,CTG,23391,21847,87074790
CAN,CTG,1560,23400,92266902
CAN,CTG,6218,17088,67376841
CAN,CTG,57814,274032,1095719652
CAN,CTG,22003,26249,104956849
CAN,CTG,3600,45000,176194350
CAN,CTG,273282,1084244,4278302502
CAN,CTG,13925,12532,49587382
CAN,CTG,2083,25023,98405318
CAN,CTG,8399,27018,103880307
CAN,CTG,618300,32813,127034276
CAN,CTG,80,166,637354
CAN,CTG,1343,16118,64446745
CAN,CTG,18698,54565,209792058
CAN,CTG,134506,541791,2083082955
CAN,CTG,17600,52307,202504709
CAN,CTG,1796,19612,78118928
CAN,CTG,567,6606,26353172
CAN,CTG,818,3784,15129962
CAN,CTG,35037,291208,1161579484
CAN,CTG,1599,7068,28151749
CAN,CTG,360762,60580,241297395
CAN,CTG,73,126,504212
CAN,CTG,346197,1475424,5791809009
CAN,CTG,1103,23803,94794412
CAN,CTG,3096,76751,303611182
CAN,CTG,293,10000,39985100
CAN,CTG,37968,193318,772983676
CAN,CTG,115480,425165,1719885961
CAN,CTG,779,57255,224770118
CAN,CTG,779,22570,88605218
CAN,CTG,779,26175,102758247
CAN,CTG,388080,37242,148579459
CAN,CTG,3965,44726,178837958
CAN,CTG,2000,8920,34295705
CAN,CTG,38,205,787494
CAN,CTG,100,5129,19719262
CAN,CTG,100,198,761657
CAN,CTG,169,2731,10501637
CAN,CTG,100,1174,4515383
CAN,CTG,100,738,2837470
CAN,CTG,100,13496,51888210
CAN,CTG,300,15765,60613430
CAN,CTG,4,32,124572
CAN,CTG,1173,107685,414028288
CAN,CTG,4,900,3461867
CAN,CTG,50,3681,14152746
CAN,CTG,4,1570,6036967
CAN,CTG,2,7306,28089720
CAN,CTG,13,3498,13450799
CAN,CTG,4,36,140105
CAN,CTG,4,4172,16042085
CAN,CTG,16883,96267,385013488
CAN,CTG,186370,156865,619261981
CAN,CTG,5572,18376,73337249
CAN,CTG,1331,16899,66864298
CAN,CTG,11434,91022,359497193
CAN,CTG,2513,15313,61250622
CAN,CTG,271,2200,8799802
CAN,CTG,42,2000,7689620
CAN,CTG,11812,68318,262671498
CAN,CTG,39253,151330,578392661
CAN,CTG,51178,317279,1266283834
CAN,CTG,2801,26853,107409903
CAN,CTG,1062,8350,33399088
CAN,CTG,10,10,39999
CAN,CTG,431359,849377,3397023535
CAN,CTG,59730,312615,1255163898
CAN,CTG,19600,20383,78370300
CAN,CTG,38925,186706,738750279
CAN,CTG,24640,30800,121615032
CAN,CTG,23587,512665,2006875701
CAN,CTG,22000,160236,616076975
CAN,CTG,6094,31687,125376469
CAN,CTG,3,105,415460
CAN,CTG,2,16500,65286540
CAN,CTG,4,20,79135
CAN,CTG,8,20,79135
CAN,CTG,1,1,3957
CAN,CTG,10,1020,4035895
CAN,CTG,19188,78407,303547851
CAN,CTG,19254,101873,389362935
CAN,CTG,151,51,199341
CAN,CTG,2265,195,755630
CAN,CTG,86400,69855,268579203
CAN,CTG,462339,2032864,8100692526
CAN,CTG,153624,747229,2950461700
CAN,CTG,96155,467699,1787568160
CAN,CTG,153755,619371,2381364853
CAN,CTG,287101,1129182,4391373761
CAN,CTG,21888,33024,129644628
CAN,CTG,19200,120929,464948567
CAN,CTG,1,3201621,12951263203
CAN,CTG,4547,30404,116896604
CAN,CTG,45400,30300,120923664
CAN,CTG,115191,528216,2085682636
CAN,CTG,19509,25793,102719547
CAN,CTG,67500,45090,179948779
CAN,CTG,15000,81635,325164251
CAN,CTG,22500,15030,59982926
CAN,CTG,67500,45090,179948779
CAN,CTG,20686,26406,101524361
CAN,CTG,740,7078,27212027
CAN,CTG,847,9677,37205457
CAN,CTG,137,1425,5478854
CAN,CTG,10259,39667,152510540
CAN,CTG,3780,14728,56626362
CAN,CTG,2952,27626,106215952
CAN,CTG,79978,346909,1369782523
CAN,CTG,134,98862,389910927
CAN,CTG,173053,677733,2709920418
CAN,CTG,20000,14400,57357360
CAN,CTG,4384,538,2151198
CAN,CTG,153726,729601,2788571502
CAN,CTG,20293,55827,216130936
COL,CTG,1772,37864,148645355
COL,CTG,145,3472,13630273
COL,CTG,505,8334,32975638
COL,CTG,176,2646,10559868
COL,CTG,420,7200,28314648
COL,CTG,70,1551,6135570
COL,CTG,136,1880,7435789
COL,CTG,58,657,2597589
KOR,CTG,18400,101200,389094772
KOR,CTG,24400,174100,683476557
KOR,CTG,18400,119600,476384740
KOR,CTG,244,1827,7230954
KOR,CTG,13,42,164543
KOR,CTG,23,6222,24884453
KOR,CTG,150885,92027,353827060
CIV,CTG,23500,163130,645467683
CIV,CTG,122400,206784,810601041
CIV,CTG,42000,69300,272528487
CIV,CTG,27866,22634,88622508
CRI,CTG,800,9250,36998088
CRI,CTG,387,2871,11454158
CRI,CTG,4089,74903,298831179
CRI,CTG,1675,15194,60773313
CRI,CTG,19,40875,163496321
CRI,CTG,624,4908,19551053
CRI,CTG,1387,16681,66444439
CRI,CTG,50,1605,6394270
CRI,CTG,390,6017,23968207
CRI,CTG,126,1030,4101768
CRI,CTG,720,4108,16362979
CRI,CTG,132,3535,14081351
CRI,CTG,15000,78030,300010524
CRI,CTG,108,28957,110674949
CRI,CTG,3672,21578,86280249
CRI,CTG,3788,51983,207852626
CRI,CTG,4717,31146,124537273
CRI,CTG,5823,43765,174996749
CRI,CTG,3687,16007,64005109
CRI,CTG,939,5819,23266010
CRI,CTG,2372,7941,31751968
CRI,CTG,74650,15005,60010047
CRI,CTG,1200,264,1015030
CRI,CTG,30,166,636585
CRI,CTG,150,1068,4106257
CRI,CTG,2900,38754,153856690
CRI,CTG,30,2346,9021078
CRI,CTG,15,689,2649843
CRI,CTG,600,3744,14394969
CRI,CTG,3451,15438,59356331
CRI,CTG,20,187,720517
CRI,CTG,2016,1680,6704678
CRI,CTG,7535,13948,55772297
CRI,CTG,1978,4682,18719824
CRI,CTG,37648,83280,332997792
CRI,CTG,12968,89630,344553389
CRI,CTG,78,10097,38589442
CRI,CTG,12,844,3227492
CRI,CTG,172,50493,192986197
CRI,CTG,33660,21862,87249576
CRI,CTG,0,2,8574
CRI,CTG,15000,78030,308745983
CRI,CTG,8733,17964,71062479
CRI,CTG,18858,42178,165866933
CRI,CTG,1656,2281,9123260
CRI,CTG,115,1291,5165064
CRI,CTG,46,193,772690
CRI,CTG,12,142,567919
CRI,CTG,5250,10230,40324313
CRI,CTG,2600,4845,19143436
CRI,CTG,50,354,1370493
CRI,CTG,684,8032,31125683
CRI,CTG,550,3527,13846191
CRI,CTG,482,6474,25065316
CRI,CTG,240,360,1382517
CRI,CTG,39600,68074,262251759
CRI,CTG,92820,195187,761546676
CRI,CTG,17240,39767,157020485
CRI,CTG,2220,9199,35370176
CRI,CTG,4163,43954,175044933
CRI,CTG,324263,16036,63864764
CRI,CTG,437,15912,63369102
CRI,CTG,2228,3461,13228000
CRI,CTG,50,107,408959
CRI,CTG,792,2167,8283529
CRI,CTG,1173,2438,9316247
CRI,CTG,2709,7347,28079187
CRI,CTG,4053,4404,17322930
CRI,CTG,25,69,276368
CRI,CTG,1399,10375,40926164
CRI,CTG,2992,26814,105801243
CRI,CTG,232,3204,12611032
CRI,CTG,1412,8507,33454071
CRI,CTG,2266,53251,206158584
CRI,CTG,148280,16214,62772465
CRI,CTG,1165,6323,24866553
CRI,CTG,605,1176,4626613
CRI,CTG,1152,7517,29562459
CRI,CTG,833,3905,15585384
CRI,CTG,459,3187,12531434
CRI,CTG,4617,25664,100926580
