DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
BRA,BOG,74,24090,95759918
BRA,BOG,74,16352,65000672
BRA,BOG,418,12374,49559614
BRA,BOG,6,344,1415422
BRA,BOG,130,4435,17630319
BRA,BOG,10,17030,67400823
BRA,BOG,1980,7584,30791366
BRA,BOG,3810,15048,61097949
BRA,BOG,4835,15536,63078247
BRA,BOG,6150,2091,8489774
BRA,BOG,2460,1667,6628065
BRA,BOG,320,1552,6151461
BRA,BOG,350,1554,6159388
BRA,BOG,450,2550,10107104
BRA,BOG,32,1884,7759742
BRA,BOG,592,881,3558702
BRA,BOG,100,774,3124785
BRA,BOG,120,2280,9063205
BRA,BOG,0,9,37259
BRA,BOG,4,360,1432245
BRA,BOG,30,308,1224056
BRA,BOG,0,20,79932
BRA,BOG,5,250,995168
BRA,BOG,40,2167,8624758
BRA,BOG,6,1861,7406196
BRA,BOG,2,171,680376
BRA,BOG,60,2372,9441353
BRA,BOG,2,376,1497289
BRA,BOG,1,448,1782862
BRA,BOG,5,1395,5553433
BRA,BOG,50,453,1803244
BRA,BOG,51,802,3191383
BRA,BOG,2,1663,6617943
BRA,BOG,1,22,87097
BRA,BOG,15,5608,22228850
BRA,BOG,2,192,765164
BRA,BOG,26,6751,26873065
BRA,BOG,1,405,1610619
BRA,BOG,38,1577,6276004
BRA,BOG,1,174,692199
BRA,BOG,3,193,768468
BRA,BOG,2,193,769941
BRA,BOG,92,2996,11955506
BRA,BOG,8,2376,9480856
BRA,BOG,6489,24188,96872389
BRA,BOG,6645,35511,142222004
BRA,BOG,941,22639,93141766
BRA,BOG,2,14148,56238063
BRA,BOG,1,50,199494
BRA,BOG,100,6,23851
BRA,BOG,6,25,100848
BRA,BOG,800,48,190804
BRA,BOG,36,28,111621
BRA,BOG,66,2507,10122245
BRA,BOG,1,50,202356
BRA,BOG,2,15262,62829208
BRA,BOG,624,2321,9200556
BRA,BOG,1,227952,932855217
BRA,BOG,96425,34662,138879497
BRA,BOG,1050,189,751292
BRA,BOG,45,148,588590
BRA,BOG,1114,4548,18031394
BRA,BOG,14,56,221960
BRA,BOG,62,174,687679
BRA,BOG,3351,15537,61624451
BRA,BOG,1036,6153,24462339
BRA,BOG,132,406,1608417
BRA,BOG,496,5,20166
BRA,BOG,2,214,882926
BRA,BOG,20,32,128383
BRA,BOG,2126,8508,34192271
BRA,BOG,2,325,1312571
BRA,BOG,3,380,1548984
BRA,BOG,2,12000,48988920
BRA,BOG,16,600,2469954
BRA,BOG,844,1361,5493001
BRA,BOG,72,254,1008332
BRA,BOG,288,1408,5580707
BRA,BOG,14,71,279669
BRA,BOG,72,254,1008332
BRA,BOG,582,2760,10937868
BRA,BOG,480,2934,11629114
BRA,BOG,52,226,895767
BRA,BOG,21,80,318354
BRA,BOG,494,318760,1276653086
BRA,BOG,3,2,6210
BRA,BOG,90,47,186295
BRA,BOG,46,59870,241706565
BRA,BOG,5759,4782059,19181778398
BRA,BOG,157834,1652,6682623
BRA,BOG,169439,1676,6899117
BRA,BOG,110006,1138,4543814
BRA,BOG,3,741,2945542
BRA,BOG,21,532,2146534
BGR,BOG,1,50,205830
BGR,BOG,669,3947,15935394
BGR,BOG,55,336,1356496
BGR,BOG,40,10,40372
BGR,BOG,1200,326,1320977
CAN,BOG,10250,1650,6677732
CAN,BOG,1400,266,1076531
CAN,BOG,84,1747,7067336
CAN,BOG,283,8895,35976685
CAN,BOG,227,5890,23822730
CAN,BOG,112,2867,11593952
CAN,BOG,483,4087,16595254
CAN,BOG,2448,20167,81733451
CAN,BOG,1,13,53549
CAN,BOG,130,1987,8034621
CAN,BOG,9,133,539740
CAN,BOG,4,52,208858
CAN,BOG,15,229,926112
CAN,BOG,16680,7815,31532065
CAN,BOG,2440,1316,5387202
CAN,BOG,5,70,283986
CAN,BOG,10400,2288,9068648
CAN,BOG,100,25,99089
CAN,BOG,2000,440,1743971
CAN,BOG,18,192,761005
CAN,BOG,12712,3110,12639540
CAN,BOG,1527,1356,5379795
CAN,BOG,2230,429,1755758
CAN,BOG,7161,4267,17323975
CAN,BOG,5992,1268,5194316
CAN,BOG,256,1463,5861445
CAN,BOG,338,3712,14764018
CAN,BOG,480,4674,18587750
CAN,BOG,160,881,3501259
CAN,BOG,851,3298,13111437
CAN,BOG,720,1843,7326886
CAN,BOG,1565,7201,28624862
CAN,BOG,38,291,1157260
CAN,BOG,150,1215,4831861
CAN,BOG,3932,23872,96243090
CAN,BOG,122,2740,11230550
CAN,BOG,470,14438,59424320
CAN,BOG,310,8250,33920728
CAN,BOG,185,4216,17329382
CAN,BOG,13,145,592757
CAN,BOG,8,243,999302
CAN,BOG,8,644,2651413
CAN,BOG,1,12,49067
CAN,BOG,4,15,62776
CAN,BOG,3,1071,4408374
CAN,BOG,12,3678,15141806
CAN,BOG,4,962,3961148
CAN,BOG,4,1242,5111158
CAN,BOG,12,2421,9966758
CAN,BOG,29,416,1711018
CAN,BOG,66,1025,4215663
CAN,BOG,8,652,2683358
CAN,BOG,4,73,301458
CAN,BOG,15,8,30451
CAN,BOG,140,70,284210
CAN,BOG,648,65,257586
CAN,BOG,37,836,3373113
CAN,BOG,22,429,1734389
CAN,BOG,49,1161,4700637
CAN,BOG,449,15003,60691861
CAN,BOG,421,11836,47845460
CAN,BOG,10,169,694638
CAN,BOG,26,525,2121059
CAN,BOG,231,5129,20748074
CAN,BOG,795,6104,24640989
CAN,BOG,1670,13077,52875325
CAN,BOG,8,83,341677
CAN,BOG,34,426,1731865
CAN,BOG,61,1327,5358885
CAN,BOG,40,578,2377742
CAN,BOG,20,1605,6379701
CAN,BOG,8,121,490438
CAN,BOG,50,190,769896
CAN,BOG,33,1489,6010461
CAN,BOG,7,85,350980
CAN,BOG,4,1456,5787731
CAN,BOG,9,3312,13165498
CAN,BOG,14,3472,13801512
CAN,BOG,9,2824,11225654
CAN,BOG,1,220,874520
CAN,BOG,1,14,56723
CAN,BOG,6,768,3052869
CAN,BOG,19,290,1169574
CAN,BOG,15,200,797878
CAN,BOG,12,215,867552
CAN,BOG,1440,2016,8074201
CAN,BOG,160,400,1602024
CAN,BOG,960,1344,5382801
CAN,BOG,1,240,954022
CAN,BOG,5600,1554,6271775
CAN,BOG,8000,1124,4537802
CAN,BOG,1250,370,1465291
CAN,BOG,11700,1847,7491545
CAN,BOG,17825,2994,12151847
CAN,BOG,480,618,2544745
CAN,BOG,15000,4050,16220493
CAN,BOG,2800,615,2445757
CAN,BOG,14640,1290,5244869
CAN,BOG,91,625,2540712
CAN,BOG,750,195,798004
CAN,BOG,11780,2179,8886006
CAN,BOG,70135,9807,40199239
CAN,BOG,110117,34955,142484663
CAN,BOG,67726,9463,38956732
CAN,BOG,126744,17541,72040497
CAN,BOG,15636,10338,41823078
CAN,BOG,36300,5445,22414833
CAN,BOG,38262,23042,92812703
CAN,BOG,30162,9324,38020089
CAN,BOG,5370,821,3329936
CAN,BOG,131975,17410,70629297
CAN,BOG,8000,2080,8268187
CAN,BOG,1640,3717,15112541
CAN,BOG,7134,17645,71740865
CAN,BOG,16076,33333,135526116
CAN,BOG,422,2240,8908122
CAN,BOG,5600,1008,4092631
CAN,BOG,5600,1008,4092631
CAN,BOG,1197,7881,31327684
CAN,BOG,838,5841,23218501
CAN,BOG,11199,3592,14220418
CAN,BOG,1580,269,1089694
CAN,BOG,6085,1037,4208872
CAN,BOG,3200,986,3908080
CAN,BOG,247,1266,5193505
CAN,BOG,205,1368,5579167
CAN,BOG,492,2519,10271234
CAN,BOG,78,480,1947654
CAN,BOG,50,288,1169323
CAN,BOG,80,418,1697143
CAN,BOG,180,1310,5320421
CAN,BOG,40,271,1098677
CAN,BOG,28,263,1083781
CAN,BOG,214,804,3288188
CAN,BOG,14,59,242121
CAN,BOG,1883,6709,27479854
CAN,BOG,6800,2178,8659018
CAN,BOG,12950,1778,7220977
CAN,BOG,60342,8352,33835323
CAN,BOG,1500,750,2981318
CAN,BOG,1890,2608,10372394
CAN,BOG,24,21140,86511856
CAN,BOG,4,8,32914
CAN,BOG,58827,30247,121013883
CAN,BOG,1000,12000,48446280
CAN,BOG,210474,57052,233365381
CAN,BOG,5255,860,3506162
CAN,BOG,14872,2640,10791259
CAN,BOG,4000,720,2863325
CAN,BOG,12830,2693,10973296
CAN,BOG,1131,547,2169716
CAN,BOG,5134,1654,6611212
CAN,BOG,596,1476,5884871
CAN,BOG,39559,181910,733310945
CAN,BOG,10,10,39751
CAN,BOG,11,123,490357
CAN,BOG,6216,30002,120119030
CAN,BOG,825,6411,25723663
CAN,BOG,3683,19893,79855707
CAN,BOG,27,130,534936
CAN,BOG,20457,35352,142414683
CAN,BOG,469,2866,11420752
CAN,BOG,2462,17877,72016730
CAN,BOG,4098,19387,77880672
CAN,BOG,160,874,3469072
CAN,BOG,29,178,706572
CAN,BOG,593,1737,6972585
CAN,BOG,115,860,3418577
CAN,BOG,6363,10496,42376324
CAN,BOG,33,149,591692
CAN,BOG,630,4550,18132244
CAN,BOG,1730,2854,11521494
CAN,BOG,69,1196,4754208
CAN,BOG,102,1768,7027959
CAN,BOG,457,4221,17072524
CAN,BOG,1327,30756,124393961
CAN,BOG,8,2088,8544785
CAN,BOG,246,60406,247199240
CAN,BOG,100,17888,73203599
CAN,BOG,50,6506,26624699
CAN,BOG,22,4246,17376033
CAN,BOG,100,10050,40098394
CAN,BOG,2,20,82354
CAN,BOG,20841,7854,31388506
CAN,BOG,4,33277,134589483
CAN,BOG,1,50,198178
CAN,BOG,1,27672,111918103
CAN,BOG,1,15446,62470288
CAN,BOG,2,12967,52445606
CAN,BOG,1480,414,1675734
CAN,BOG,250,2,9975
CAN,BOG,105,2553,10378132
CAN,BOG,7412,8735,35264855
CAN,BOG,11,6000,24341640
CAN,BOG,8000,1280,5126477
CAN,BOG,147257,37826,152873529
CAN,BOG,1800,288,1185900
CAN,BOG,102176,14743,59650078
CAN,BOG,4200,1007,4144583
CAN,BOG,24876,27213,109739204
CAN,BOG,17650,5665,22943124
CAN,BOG,133036,33792,135121641
CAN,BOG,366950,50700,205100855
CAN,BOG,553900,82131,331981562
CAN,BOG,22049,29495,119855414
CAN,BOG,18725,5102,20481815
CAN,BOG,9550,1762,7009180
CAN,BOG,1604,409,1650403
CAN,BOG,1600,321,1296745
CAN,BOG,2330,934,3769524
CAN,BOG,2320,2150,8611416
CAN,BOG,24386,2944,11970784
CAN,BOG,826,4610,18611446
CAN,BOG,4,66,268464
CAN,BOG,48978,14267,58321975
CAN,BOG,40670,6498,26488129
CAN,BOG,156256,17687,72007984
CAN,BOG,1200,600,2434164
CAN,BOG,1760,1808,7166135
CAN,BOG,10389,62017,255274142
CAN,BOG,973,3481,13842704
CAN,BOG,426473,119882,483203249
CAN,BOG,4050,572,2277090
CAN,BOG,17353,2574,10235166
CAN,BOG,5673,1484,5934791
CAN,BOG,16200,1555,6278638
CAN,BOG,37098,6477,26041207
CAN,BOG,178050,64491,258410830
CAN,BOG,376,1995,8116526
CAN,BOG,22105,68870,279621312
CAN,BOG,984,344,1395068
CAN,BOG,410,54,220547
CAN,BOG,16,4866,19257401
CAN,BOG,15135,34316,139521650
CAN,BOG,1459,730,2968027
CAN,BOG,0,11980,48325283
CAN,BOG,1,12657,51796621
CAN,BOG,7,350,1401366
CAN,BOG,620,114,462917
CAN,BOG,240,2,9744
CAN,BOG,40,0,1647
CAN,BOG,300,75,305414
CAN,BOG,15,68,269318
CAN,BOG,226,2323,9408078
CAN,BOG,10,190,767066
CAN,BOG,8185,27927,114934023
CAN,BOG,4,1,4117
CAN,BOG,510,4825,19860900
CAN,BOG,68,182,736343
CAN,BOG,65,321,1294727
CAN,BOG,28,53,213002
CAN,BOG,124,508,2052265
CAN,BOG,28,94,381030
CAN,BOG,2499,6707,27075697
CAN,BOG,60,259,1045632
CAN,BOG,40,83,336298
CAN,BOG,32580,5864,23733872
CAN,BOG,7100,710,2873448
CAN,BOG,4700,562,2269259
CAN,BOG,71650,7223,29230657
CAN,BOG,9475,2813,11481129
CAN,BOG,8000,53040,214658714
CAN,BOG,320,108,442626
CAN,BOG,582,620,2510791
CAN,BOG,9984,2612,10673976
CAN,BOG,9600,1728,6993406
CAN,BOG,17095,4103,16651936
CAN,BOG,167860,16786,67934788
CAN,BOG,80588,8152,32993660
CAN,BOG,1746,3151,12789450
CAN,BOG,2380,5593,22705251
CAN,BOG,14,32,131201
CAN,BOG,650,2282,9262669
CAN,BOG,1928,2537,10269137
CAN,BOG,19716,23564,95644868
CAN,BOG,26373,6398,25982426
CAN,BOG,254,3054,12443210
CAN,BOG,336580,47191,190027096
CAN,BOG,204332,25676,102753272
CAN,BOG,5640,1286,5098736
CAN,BOG,9300,2829,11212147
CAN,BOG,412660,61041,246534027
CAN,BOG,2836,3306,13262270
CAN,BOG,135415,21987,89316995
CAN,BOG,9000,900,3561993
CAN,BOG,20160,2241,8869363
CAN,BOG,2752,965,3940645
CAN,BOG,34353,17190,69136974
CAN,BOG,1003,7523,30621161
CAN,BOG,273,2,7146
CAN,BOG,1200,167,672843
CAN,BOG,3125,628,2533770
CAN,BOG,4800,658,2652647
CAN,BOG,124,111,446666
CAN,BOG,1340,318,1281064
CAN,BOG,288,796,3209880
CAN,BOG,333622,48653,196777424
CAN,BOG,254800,35371,143057150
CAN,BOG,2772,2952,11939394
CAN,BOG,10250,1835,7470635
CAN,BOG,6740,2040,8396673
CAN,BOG,260,2148,8691573
CAN,BOG,200,64,256324
CAN,BOG,1600,208,841258
CAN,BOG,2500,325,1314466
CAN,BOG,1700,495,2001630
CAN,BOG,32,49,198146
CAN,BOG,2100,538,2188650
CAN,BOG,320,69,278441
CAN,BOG,14640,3514,14265743
CAN,BOG,1555,2022,8207593
CAN,BOG,1307,2321,9422146
CAN,BOG,7805,15334,62256716
CAN,BOG,233,538,2185295
CAN,BOG,585,2053,8336909
CAN,BOG,609,1184,4805797
CAN,BOG,35490,4969,20173261
CAN,BOG,6550,1376,5584736
CAN,BOG,2640,1109,4501894
CAN,BOG,12723,7845,31852242
CAN,BOG,2500,1019,4052400
CAN,BOG,1228,1509,6049090
CAN,BOG,243,7076,28706907
CAN,BOG,3950,632,2531198
CAN,BOG,26600,4040,16288289
CAN,BOG,400,72,285377
CAN,BOG,2950,826,3273909
CAN,BOG,40200,5365,21700414
CAN,BOG,4150,13446,54382481
CAN,BOG,99323,18722,75892194
CAN,BOG,17250,1738,7048933
CAN,BOG,42350,5388,21605596
CAN,BOG,2380,524,2135365
CAN,BOG,18020,2615,10761006
CAN,BOG,1450,362,1470641
CAN,BOG,80,15,60545
CAN,BOG,5750,6014,24708350
CAN,BOG,4392,35233,140987421
CAN,BOG,1296,8814,35560033
CAN,BOG,3,7,28687
CAN,BOG,6,39,157641
CAN,BOG,981,5106,20459978
CAN,BOG,43289,297876,1204616235
CAN,BOG,66,217,864687
CAN,BOG,10,29,117699
CAN,BOG,10443,51402,207327000
CAN,BOG,1270,4936,19659239
CAN,BOG,14950,79911,324019600
CAN,BOG,15,56,224093
CAN,BOG,3,21,85185
CAN,BOG,1758,6912,27646127
CAN,BOG,2423,13872,55467273
CAN,BOG,10384,67235,272323020
CAN,BOG,20,78,310194
CAN,BOG,178,639,2558594
CAN,BOG,2631,15118,61640288
CAN,BOG,181,2027,8273053
CAN,BOG,9311,38036,154184190
CAN,BOG,1101,5682,22826541
CAN,BOG,32044,173242,693539738
CAN,BOG,2594,14025,56525908
CAN,BOG,2578,16141,65017598
CAN,BOG,732,3198,12941365
CAN,BOG,19814,71125,288570788
CAN,BOG,560,3,12601
CAN,BOG,7500,1350,5463598
CAN,BOG,9800,980,3966168
CAN,BOG,600,78,314639
CAN,BOG,30700,3070,12424628
CAN,BOG,26375,2489,10040036
CAN,BOG,1445,423,1729469
CAN,BOG,2016,1952,7859055
CAN,BOG,4354,1002,4030972
CAN,BOG,1284,1261,5086216
CAN,BOG,422559,105284,427276526
CAN,BOG,21910,2221,8988631
CAN,BOG,10951,16619,67475619
CAN,BOG,43075,4496,18197830
CAN,BOG,14045,37603,152673547
CAN,BOG,21360,37093,150597273
CAN,BOG,7080,21314,86533539
CAN,BOG,6415,35282,143252242
CAN,BOG,275,418,1697143
CAN,BOG,1650,3925,15935683
CAN,BOG,278240,41503,168498337
CAN,BOG,300,66,267970
CAN,BOG,634,1011,4090009
CAN,BOG,207603,700507,2844133390
CAN,BOG,484,5324,21599405
CAN,BOG,2668,1336,5330436
CAN,BOG,6,54,214655
CAN,BOG,132260,31476,127644955
CAN,BOG,543444,73515,295599063
CAN,BOG,833480,110802,444751607
CAN,BOG,1120,239,964081
CAN,BOG,57530,17309,69879722
CAN,BOG,1150,538,2132459
CAN,BOG,321782,54301,218677527
CAN,BOG,14238,4096,16461078
CAN,BOG,219350,18325,73982718
CAN,BOG,315664,99093,399590543
CAN,BOG,32150,5067,20499765
CAN,BOG,93175,12838,51434474
CAN,BOG,105438,15600,63580535
CAN,BOG,83725,52606,209944216
CAN,BOG,7041,44123,181412675
CAN,BOG,315,2205,8902004
CAN,BOG,12,84,334432
CAN,BOG,7322,46771,185196583
CAN,BOG,25,169,668863
CAN,BOG,231,1767,7002043
CAN,BOG,75,521,2062988
CAN,BOG,58,450,1780205
CAN,BOG,290,1142,4520882
CAN,BOG,5099,16576,67438590
CAN,BOG,39,195,789186
CAN,BOG,400,128,506595
CAN,BOG,550,6,22186
CAN,BOG,230,76,302382
CAN,BOG,3203,11189,44811134
CAN,BOG,896,2687,10762437
CAN,BOG,61,256,1023693
CAN,BOG,3064,9486,37991999
CAN,BOG,3309,13144,52644151
CAN,BOG,25,307,1243817
CAN,BOG,30509,6447,25957497
CAN,BOG,15555,3599,14819844
CAN,BOG,407,3706,14948729
CAN,BOG,850,4544,18380276
CAN,BOG,1700,8509,34436859
CAN,BOG,1384,1155755,4636653276
CAN,BOG,157,2987,11889465
CAN,BOG,230,3963,15774918
CAN,BOG,90,1512,6018773
CAN,BOG,84,905,3601710
CAN,BOG,5031,1130,4496485
CAN,BOG,403334,5851,23711218
COL,BOG,131,2237,9032316
COL,BOG,806,14139,58220796
COL,BOG,12,330,1313342
COL,BOG,620,9979,40322538
COL,BOG,469,8843,36381844
COL,BOG,18,1004,3980066
COL,BOG,111,4299,17420549
COL,BOG,20,427,1699467
COL,BOG,31,1165,4737702
COL,BOG,4,65,258863
COL,BOG,78,1085,4320699
COL,BOG,132,3435,13673283
COL,BOG,237,2840,11492295
COL,BOG,178,1159,4613597
COL,BOG,299,922,3733216
COL,BOG,1,80,322109
COL,BOG,25,348,1408151
COL,BOG,799,8893,35399820
COL,BOG,876,5182,20626797
COL,BOG,43,189,753103
COL,BOG,552,2481,9875644
COL,BOG,2,109,441014
COL,BOG,48,2267,9172977
COL,BOG,167,884,3520425
COL,BOG,859,3985,16126722
COL,BOG,503,2517,10019904
COL,BOG,4065,10459,41670308
COL,BOG,1792,3412,13810763
COL,BOG,275,9034,36683106
COL,BOG,13,360,1465545
COL,BOG,20,480,1952144
COL,BOG,315,1303,5314005
COL,BOG,482,4445,18044058
COL,BOG,497,5869,23701919
COL,BOG,23,174,708537
COL,BOG,541,14037,57114903
COL,BOG,285,5928,24151655
COL,BOG,24,447,1790582
COL,BOG,274,4768,19439277
COL,BOG,173,1624,6623230
COL,BOG,18,444,1809446
COL,BOG,394,4219,17083948
COL,BOG,68,370,1510569
COL,BOG,42,674,2749907
COL,BOG,37,1155,4709280
COL,BOG,209,2859,11656382
COL,BOG,68,247,1007005
COL,BOG,51,186,756569
COL,BOG,118,649,2645402
COL,BOG,52,1129,4576178
COL,BOG,15,174,696400
COL,BOG,211,1111,4531585
COL,BOG,4848,12142,49269008
COL,BOG,78,323,1318114
COL,BOG,1,23,91890
COL,BOG,20,1403,5706829
COL,BOG,10,936,3804593
COL,BOG,10,196,806293
COL,BOG,49,3047,12393677
COL,BOG,7,343,1394242
COL,BOG,182,12156,49520787
COL,BOG,88,3074,12509923
COL,BOG,23,803,3272529
COL,BOG,16,2066,8318265
COL,BOG,366,7487,30491465
COL,BOG,40,991,4022453
COL,BOG,13,292,1195870
COL,BOG,2,38,156192
COL,BOG,4,278,1138538
COL,BOG,93,3155,12825675
COL,BOG,10,194,793062
COL,BOG,4,328,1332299
COL,BOG,30,338,1370029
COL,BOG,34,862,3520403
COL,BOG,19,236,961664
COL,BOG,25,241,980648
COL,BOG,5,166,674385
COL,BOG,16,2477,10130034
COL,BOG,5,310,1243451
COL,BOG,131,4595,18534711
COL,BOG,75,776,3163319
COL,BOG,74,938,3773732
COL,BOG,106,1933,7777149
COL,BOG,128,8244,33484997
COL,BOG,6,74,303647
COL,BOG,1,52,212381
COL,BOG,9,556,2269447
COL,BOG,13,357,1470816
COL,BOG,473,10966,44711745
COL,BOG,48,294,1197546
COL,BOG,103,6392,26062303
COL,BOG,30,1521,6092978
COL,BOG,72,2627,10736837
COL,BOG,8,245,993423
COL,BOG,9,111,449777
COL,BOG,935,4919,19738149
COL,BOG,135,758,3055072
COL,BOG,32,295,1202070
COL,BOG,34,676,2751503
COL,BOG,27,985,4015175
COL,BOG,38,2387,9775682
COL,BOG,191,6126,25061679
COL,BOG,46,1728,7010352
COL,BOG,4,196,794592
COL,BOG,95,8145,32836278
COL,BOG,319,8362,33757396
COL,BOG,258,3722,15177944
COL,BOG,147,3661,14838243
COL,BOG,316,2470,10071521
COL,BOG,20,248,1007893
COL,BOG,141,3608,14705833
COL,BOG,467,11215,45502310
COL,BOG,615,14049,56969518
COL,BOG,407,3862,15572593
COL,BOG,58,933,3794594
COL,BOG,12,184,751350
COL,BOG,110,1107,4513645
COL,BOG,67,832,3386387
COL,BOG,5,14,58055
COL,BOG,15,97,396531
COL,BOG,192,8867,35855688
COL,BOG,30,529,2174814
COL,BOG,239,3616,14333339
COL,BOG,1631,28823,118683767
COL,BOG,297,3114,12822220
COL,BOG,240,7568,31161059
COL,BOG,100,3170,13040283
COL,BOG,90,2017,8299469
COL,BOG,27,0,1481
COL,BOG,766,4362,17594074
COG,BOG,2,6654,26862170
KOR,BOG,44830,31255,127219347
KOR,BOG,40,450,1825623
KOR,BOG,83335,54957,219236831
KOR,BOG,1767,18264,74119531
KOR,BOG,1950,1054,4269778
KOR,BOG,3155,2436,9770490
KOR,BOG,70,1,2865
KOR,BOG,60,1,2385
KOR,BOG,78690,52932,214437622
KOR,BOG,17000,4420,18200278
KOR,BOG,10280,6461,26353810
KOR,BOG,385,13475,55471050
KOR,BOG,341,12133,48227899
KOR,BOG,16,517,2056235
KOR,BOG,1,32,128515
KOR,BOG,175,4795,19068948
KOR,BOG,8,297,1180602
KOR,BOG,5,224,888433
KOR,BOG,2,20,79343
KOR,BOG,31,410,1629310
KOR,BOG,12,496,1971486
KOR,BOG,2,2,7950
KOR,BOG,5029,3747,15211717
KOR,BOG,1498,11979,49022021
KOR,BOG,46930,19109,75793716
KOR,BOG,3300,528,2174151
KOR,BOG,188700,33450,135412979
KOR,BOG,180,25,100216
KOR,BOG,46380,19926,81235609
KOR,BOG,10800,2052,8449541
KOR,BOG,10080,3181,12643966
KOR,BOG,467,3181,13098477
KOR,BOG,43250,7471,29808945
KOR,BOG,212820,40247,163664804
KOR,BOG,17689,11150,44340255
KOR,BOG,31041,13756,55787047
KOR,BOG,15060,2512,9988231
KOR,BOG,184340,34695,138632438
KOR,BOG,37388,26867,108913231
KOR,BOG,406,1322,5373348
KOR,BOG,200,2,8155
KOR,BOG,13440,5234,20788834
KOR,BOG,13800,2622,10501267
KOR,BOG,118200,22458,89945637
KOR,BOG,9720,2246,8903764
KOR,BOG,56870,24150,99168852
KOR,BOG,216000,41040,168990818
KOR,BOG,800,220,905896
KOR,BOG,1804,13750,55511362
KOR,BOG,13480,4934,19652853
KOR,BOG,8650,1576,6470193
KOR,BOG,96900,18627,75505732
KOR,BOG,37630,16120,65296691
KOR,BOG,205783,37650,151991935
KOR,BOG,4575,915,3694029
KOR,BOG,2700,1071,4356717
KOR,BOG,108,11,44197
KOR,BOG,100,10,40923
KOR,BOG,599,60,245131
KOR,BOG,28,12,48789
KOR,BOG,600,102,420006
KOR,BOG,2400,408,1680026
KOR,BOG,2750,1061,4223491
KOR,BOG,5100,969,3951039
KOR,BOG,152300,29116,118643313
KOR,BOG,18891,8464,34554574
KOR,BOG,37400,7124,28930887
KOR,BOG,5310,3114,12342914
KOR,BOG,2,2,8233
KOR,BOG,191,191,786269
KOR,BOG,58,58,238762
KOR,BOG,131,131,539273
KOR,BOG,1,1,4092
KOR,BOG,136,136,556557
KOR,BOG,37,37,151416
KOR,BOG,91,91,372402
KOR,BOG,2,2,8074
KOR,BOG,259,259,1045632
KOR,BOG,97,97,391607
KOR,BOG,162,162,654025
KOR,BOG,1,1,4047
KOR,BOG,196,196,793234
KOR,BOG,65,65,263062
KOR,BOG,112,112,453276
KOR,BOG,34990,15778,62535226
KOR,BOG,8720,2221,8802296
KOR,BOG,36170,16309,66646456
KOR,BOG,25500,4842,19937869
KOR,BOG,78,408,1680026
KOR,BOG,40950,6962,27775619
KOR,BOG,300,3,12171
KOR,BOG,9240,3142,12745283
KOR,BOG,240,2,9880
KOR,BOG,600,10677,43692702
KOR,BOG,4500,688,2752749
KOR,BOG,91900,14260,57647077
KOR,BOG,6600,990,3974230
KOR,BOG,2100,441,1793013
KOR,BOG,5980,1435,5845287
KOR,BOG,3150,513,2066334
KOR,BOG,327492,52420,211124349
KOR,BOG,168,297,1209003
KOR,BOG,4160,1069,4281396
KOR,BOG,600,168,683053
KOR,BOG,239260,72087,292196596
KOR,BOG,25060,4609,18321190
KOR,BOG,71700,13026,51787658
KOR,BOG,13220,3172,12944022
KOR,BOG,4960,1962,7876216
KOR,BOG,523,6045,24210466
KOR,BOG,600,6,24465
KOR,BOG,5400,799,3288141
KOR,BOG,4800,1334,5400464
KOR,BOG,900,153,619208
KOR,BOG,77580,19851,80621766
KOR,BOG,28130,4694,18870403
KOR,BOG,839420,149157,601705020
KOR,BOG,9000,1710,6800396
KOR,BOG,40,61,246662
KOR,BOG,67950,10815,43744792
KOR,BOG,325650,99050,396851498
KOR,BOG,47180,8392,33351754
KOR,BOG,126380,22616,90304852
KOR,BOG,11550,1964,8082924
KOR,BOG,610,276,1105073
KOR,BOG,1080,7,29843
KOR,BOG,3600,4,14617
KOR,BOG,340,3,13824
KOR,BOG,35690,8810,35637044
KOR,BOG,10700,2033,8200776
KOR,BOG,104513,20800,83926621
KOR,BOG,11690,1637,6554681
KOR,BOG,87505,25556,102647854
KOR,BOG,3740,711,2824699
KOR,BOG,3200,1600,6496240
KOR,BOG,52900,7862,31634783
KOR,BOG,25040,8126,33300560
KOR,BOG,10200,1798,7148007
KOR,BOG,3300,594,2361203
KOR,BOG,150,26,102129
KOR,BOG,360,7542,31028000
KOR,BOG,360,8095,33306371
KOR,BOG,240,2304,9301686
KOR,BOG,72,1327,5460979
KOR,BOG,678,9130,36427775
KOR,BOG,168,8202,33301797
CIV,BOG,1,39,158626
CIV,BOG,1,1197,4854169
CRI,BOG,700,875,3580789
CRI,BOG,380,247,1010806
CRI,BOG,25,35,143436
CRI,BOG,6,19,77672
CRI,BOG,50,30,122770
CRI,BOG,20,63,256180
CRI,BOG,32,664,2659360
CRI,BOG,15,242,969225
CRI,BOG,51,419,1678120
CRI,BOG,5,14,56474
CRI,BOG,14,65,266001
CRI,BOG,1,26,105910
CRI,BOG,126,1525,6090994
CRI,BOG,33,756,3093556
CRI,BOG,551,4364,17478482
CRI,BOG,18,366,1496320
CRI,BOG,2,12,49616
CRI,BOG,23,152,613949
CRI,BOG,1,15,62694
CRI,BOG,3,34,137150
CRI,BOG,2,23,90950
CRI,BOG,132,433,1771815
CRI,BOG,71,706,2889185
CRI,BOG,8,135,534774
